auxiliary_rate,conjugate_rate,normalization_rate,tobe_verb_rate,preposition_rate,pronoun_rate
0.015818018,0.037812594,0.012353118,0.043235914,0.120819524,0.118258512
0.020689655,0.034482759,0.020689655,0.049425287,0.125862069,0.136206897
0.012254902,0.039215686,0.011029412,0.035539216,0.078431373,0.194852941
0.014616322,0.036540804,0.018270402,0.048721072,0.113276492,0.107186358
0.011664075,0.033437014,0.041213064,0.046656299,0.133748056,0.097200622
0.016912559,0.0388629,0.013314142,0.030586542,0.118207989,0.134400864
0.017894939,0.042524533,0.021166057,0.048874351,0.111025592,0.152203194
0.00390625,0.04609375,0.0125,0.0578125,0.07578125,0.17734375
0.010900283,0.050060557,0.026645135,0.051675414,0.105773113,0.137666532
0.027188082,0.027188082,0.020484171,0.043947859,0.126629423,0.087150838
0.017107046,0.054539295,0.017784553,0.034383469,0.123644986,0.130081301
0.020781082,0.08563239,0.006807596,0.038695808,0.083840917,0.195628807
0.015017328,0.046399692,0.015402387,0.043704274,0.113207547,0.118405853
0.009997369,0.033675349,0.014206788,0.052091555,0.098921337,0.163904236
0.018375718,0.040853158,0.016899098,0.041181296,0.092206727,0.157342084
0.016081871,0.039473684,0.010964912,0.044590643,0.152777778,0.147660819
0.011570984,0.032487762,0.032042724,0.037828215,0.113484646,0.102803738
0.014534244,0.0473464,0.01893856,0.048227263,0.107685532,0.142039198
0.013299151,0.035731453,0.01970838,0.048389681,0.132991508,0.138599583
0.015280561,0.04258517,0.005260521,0.038827655,0.108466934,0.142034068
0.019623031,0.042602634,0.014200878,0.031241931,0.125742319,0.124709528
0.016766467,0.057684631,0.018962076,0.031137725,0.124750499,0.099800399
0.015044248,0.042477876,0.017699115,0.036283186,0.114159292,0.132743363
0.015800058,0.035909222,0.022981902,0.043952887,0.094513071,0.141913243
0.016606124,0.04203425,0.031551635,0.050129735,0.097768552,0.128801246
0.010558069,0.038838612,0.036199095,0.038838612,0.121417798,0.106711916
0.009433962,0.009433962,0.0,0.028301887,0.066037736,0.20754717
0.013449444,0.040058055,0.021867441,0.061731979,0.126656991,0.144267054
0.02601626,0.040921409,0.024390244,0.039837398,0.116802168,0.110840108
0.014285714,0.033564494,0.021151179,0.051941748,0.118585298,0.115950069
0.017599645,0.030244768,0.021149153,0.045699919,0.110848185,0.12186645
0.01269666,0.032569694,0.039470052,0.05133867,0.099089153,0.12172233
0.016052721,0.037174721,0.012335248,0.045285569,0.145657317,0.116424468
0.015033948,0.048011639,0.027158099,0.029582929,0.114936954,0.081959263
0.012458737,0.046533915,0.027047173,0.054307316,0.113406453,0.108401661
0.011809164,0.040151157,0.017949929,0.042040624,0.130845536,0.120453472
0.010550459,0.040825688,0.018348624,0.053211009,0.126605505,0.126605505
0.016973711,0.051335127,0.027737529,0.031049472,0.141999586,0.09708135
0.017899061,0.033744131,0.034624413,0.031983568,0.123532864,0.084213615
0.02133744,0.030576331,0.023097228,0.064232292,0.126264848,0.115266168
0.007251154,0.040870138,0.030323006,0.034937376,0.12195122,0.073170732
0.016600791,0.030434783,0.015019763,0.031620553,0.124110672,0.124901186
0.029020556,0.047158404,0.009673519,0.042321645,0.124546554,0.106408706
0.012454593,0.036844837,0.014530358,0.041515309,0.123508044,0.100415153
0.014555256,0.031266846,0.018328841,0.042587601,0.106199461,0.137466307
0.01497917,0.03960118,0.022000655,0.04414174,0.115011937,0.124748397
0.013180015,0.03772443,0.021787371,0.043305763,0.104364199,0.121175442
0.018722996,0.041766683,0.017282765,0.037445991,0.130580893,0.128180509
0.017085779,0.03820205,0.006483834,0.045474459,0.110312801,0.123893805
0.014470907,0.045523063,0.02622852,0.059692493,0.107325897,0.112149533
0.018454936,0.04806867,0.024463519,0.043776824,0.123175966,0.091416309
0.009076469,0.044928523,0.020648968,0.042886317,0.136600862,0.089857046
0.011843664,0.037110146,0.027240426,0.040268456,0.1302803,0.104619029
0.014471285,0.045350957,0.012762078,0.035209663,0.120897903,0.142889699
0.015463918,0.046759941,0.026141384,0.032768778,0.119293078,0.129970545
0.024279211,0.036570562,0.011532625,0.043550835,0.097268589,0.141122914
0.013496415,0.053353016,0.029101645,0.033741038,0.133382539,0.082981864
0.025081788,0.046346783,0.018538713,0.04389313,0.118320611,0.121864776
0.023752969,0.03087886,0.021377672,0.054631829,0.125890736,0.137767221
0.013733469,0.044252289,0.050356053,0.075788403,0.11190234,0.094099695
0.011964239,0.038390744,0.022876676,0.048382856,0.100578491,0.110570602
0.010332776,0.044218204,0.026135846,0.038747911,0.106366814,0.119434736
0.014042553,0.033191489,0.019574468,0.043829787,0.125531915,0.126808511
0.018827897,0.041898701,0.035799523,0.023601167,0.119066561,0.119862106
0.011575715,0.033309709,0.009685802,0.037325774,0.115284668,0.111268604
0.012132823,0.045977012,0.013090677,0.048690932,0.13697318,0.101372925
0.013579049,0.126737795,0.011315875,0.054962819,0.113158746,0.111542192
0.016690616,0.05471427,0.020006632,0.035481375,0.131866917,0.117165911
0.014966326,0.050885508,0.030431529,0.056872038,0.07458219,0.117236219
0.01681128,0.034164859,0.025488069,0.061279827,0.109544468,0.140997831
0.014607185,0.062771417,0.019344651,0.043031978,0.117647059,0.12041058
0.016364353,0.038939274,0.014491325,0.047910095,0.1295347,0.123028391
0.016495649,0.025457852,0.017664632,0.04156384,0.085465645,0.101311859
0.011248504,0.033027523,0.037893897,0.029916235,0.13546071,0.118627842
0.015429453,0.053317332,0.015086576,0.045259729,0.139207955,0.117435282
0.019557196,0.042681427,0.012792128,0.039606396,0.104305043,0.142435424
0.022836985,0.045302637,0.009840327,0.039361307,0.117712588,0.145191237
0.030112924,0.047121149,0.022724104,0.038477624,0.11766346,0.145964032
0.014771395,0.048534584,0.032590856,0.036576788,0.113716295,0.124501758
0.022012579,0.037735849,0.036163522,0.040880503,0.136792453,0.04245283
0.022736182,0.05997648,0.035280282,0.049784398,0.129361035,0.114072913
0.013750955,0.038579068,0.024828113,0.045836516,0.122612681,0.135599694
0.00843223,0.047158026,0.022954404,0.03638351,0.135540287,0.105090568
0.013080895,0.045611016,0.020309811,0.038209983,0.117211704,0.111015491
0.012429713,0.040248594,0.012725659,0.025155371,0.133767387,0.146493045
0.014460094,0.031173709,0.014835681,0.044319249,0.138779343,0.126760563
0.01665842,0.037770081,0.028038925,0.044367475,0.101434933,0.118588158
0.012448133,0.041493776,0.013831259,0.044951591,0.126556017,0.098547718
0.012733676,0.029531292,0.025196424,0.040910322,0.125711189,0.107287998
0.01916979,0.036033439,0.014125108,0.041222254,0.097146152,0.126405304
0.02074392,0.037339056,0.024463519,0.051072961,0.140915594,0.118311874
0.014003295,0.045853926,0.02553542,0.052443712,0.100768808,0.130422845
0.016095535,0.052440291,0.029075805,0.02596054,0.138629284,0.082035306
0.013198416,0.054993401,0.014078311,0.036955565,0.13066432,0.084469864
0.015283843,0.054585153,0.009825328,0.049126638,0.10371179,0.170305677
0.023713421,0.048435923,0.013622603,0.037840565,0.105449041,0.119576186
0.016170763,0.035575679,0.02393273,0.047218629,0.125485123,0.149417853
0.011311885,0.032319671,0.024827384,0.041427942,0.121639489,0.129278684
0.013457557,0.051759834,0.02510352,0.040113872,0.101708075,0.116977226
0.01216921,0.057755457,0.02433842,0.056596485,0.126134827,0.111647672
0.004357299,0.02832244,0.045751634,0.039215686,0.161220044,0.050108933
0.017709563,0.037632822,0.022136954,0.031065525,0.120941558,0.106995277
0.014377954,0.036078014,0.017772749,0.035345803,0.125807096,0.11848499
0.018160284,0.05211212,0.018555073,0.045400711,0.097907619,0.148045796
0.010992276,0.031491384,0.022578729,0.044860368,0.11942959,0.105763518
0.018194542,0.065080476,0.030090973,0.058782365,0.140657803,0.091672498
0.013965382,0.038552321,0.009834776,0.052911094,0.07808812,0.140637293
0.012935716,0.041177051,0.021724104,0.039202133,0.103386985,0.105658142
0.032633158,0.039384846,0.016504126,0.043135784,0.111027757,0.139909978
0.011750881,0.046611829,0.011359185,0.058362711,0.137093615,0.110066588
0.006057547,0.071176174,0.039878849,0.035335689,0.114588592,0.085310449
0.010233566,0.047555984,0.013123044,0.052010595,0.126535035,0.118227787
0.02056704,0.032034086,0.021356057,0.049497659,0.105780864,0.12850455
0.024204059,0.042450195,0.022714578,0.030906721,0.101470862,0.118413703
0.017988757,0.026358526,0.009494066,0.038475953,0.108182386,0.11492817
0.019795222,0.038225256,0.018430034,0.029351536,0.079180887,0.131058021
0.019614148,0.051125402,0.018649518,0.036977492,0.136012862,0.11318328
0.017248722,0.037052811,0.027896082,0.0379046,0.118824532,0.139054515
0.011079923,0.04225144,0.016398286,0.036046683,0.115969863,0.123208746
0.017530657,0.03523839,0.021160742,0.039621055,0.126211873,0.133604852
0.017101012,0.025414603,0.017230239,0.050958432,0.11819944,0.122765453
0.01951932,0.03664852,0.012747311,0.034523968,0.128269818,0.14075156
0.017304313,0.050155468,0.02298229,0.041232932,0.118291199,0.104501825
0.010030355,0.040055431,0.020654613,0.035832124,0.112445559,0.095288373
0.015090173,0.038645565,0.028708134,0.039381671,0.122561649,0.104895105
0.01369863,0.036022324,0.02283105,0.033992897,0.119736174,0.114155251
0.016446192,0.034322488,0.032534859,0.031104755,0.098677154,0.101179836
0.01860332,0.040068689,0.032913566,0.040641099,0.101888953,0.130080137
0.012354964,0.048023206,0.015255694,0.03706489,0.125,0.119628277
0.014905301,0.030370952,0.012775972,0.034517539,0.129216631,0.13078561
0.014126441,0.048524009,0.019035855,0.044596478,0.103762828,0.114436843
0.020325203,0.035230352,0.03895664,0.046409214,0.114498645,0.095528455
0.014813201,0.038448971,0.021185056,0.041117525,0.111589152,0.121827688
0.016776358,0.051619564,0.010582011,0.048780488,0.114337334,0.148664344
0.016790736,0.042183623,0.026550869,0.041191067,0.122001654,0.117204301
0.021276596,0.033617021,0.01787234,0.04893617,0.127234043,0.098723404
0.014893617,0.039893617,0.029787234,0.043085106,0.108510638,0.102659574
0.014901961,0.040196078,0.015490196,0.044313726,0.104313726,0.131764706
0.013732553,0.027915353,0.022737506,0.029266096,0.121791986,0.092751013
0.009680542,0.053242982,0.022265247,0.034849952,0.138431752,0.09196515
0.016081871,0.036062378,0.028265107,0.048245614,0.104775829,0.110136452
0.018114012,0.038092701,0.018913159,0.050079915,0.115876398,0.13505594
0.015768057,0.035096643,0.022380468,0.032553408,0.135300102,0.129704985
0.02045728,0.078219013,0.007220217,0.048134777,0.079422383,0.194945848
0.018674967,0.041574033,0.022676745,0.04535349,0.122054246,0.10982659
0.018623143,0.040175769,0.007742206,0.038711027,0.130780498,0.150659134
0.018997067,0.037295712,0.011174745,0.039390976,0.098058388,0.142058947
0.006993007,0.034965035,0.024475525,0.083916084,0.059440559,0.15034965
0.005743825,0.031016657,0.018380241,0.047099368,0.138426192,0.11315336
0.011457922,0.024101146,0.02607665,0.056104307,0.130383248,0.104701699
0.020028908,0.036444353,0.010324179,0.035928144,0.103654759,0.141750981
0.004140787,0.076604555,0.00621118,0.033126294,0.118012422,0.242236025
0.01119403,0.023631841,0.031094527,0.036069652,0.128731343,0.107276119
0.022464698,0.033376123,0.02631579,0.055198973,0.109756098,0.155327343
0.010172414,0.036206897,0.010172414,0.050172414,0.100689655,0.125517241
0.0185466,0.038842879,0.031844162,0.052373732,0.110113146,0.132042459
0.02123424,0.042563276,0.013840174,0.03052422,0.116314343,0.12522514
0.025316456,0.037974684,0.012658228,0.045207957,0.104882459,0.126582279
0.01191067,0.030471464,0.019652606,0.050223325,0.101042184,0.105111663
0.015077345,0.040663142,0.026238496,0.04170746,0.128646955,0.115527707
0.010455564,0.0373413,0.038088126,0.067214339,0.149365198,0.087005228
0.010897698,0.029287563,0.026290696,0.041138809,0.123552649,0.123825092
0.016587012,0.043763471,0.016587012,0.039171587,0.128947615,0.108143567
0.01871899,0.037719892,0.014321155,0.039636897,0.11304691,0.121955345
0.021533442,0.043719413,0.015660685,0.04045677,0.125285481,0.102446982
0.022929593,0.046668465,0.016994875,0.044240626,0.115457243,0.121391961
0.016981533,0.033326258,0.015283379,0.053704097,0.1108045,0.138399491
0.009708738,0.050970874,0.018203884,0.041262136,0.145631068,0.128640777
0.008915305,0.0454256,0.043939716,0.037571641,0.146677988,0.06792613
0.023640339,0.045914184,0.016397923,0.055889587,0.109729434,0.112599071
0.010817308,0.055288462,0.006009615,0.048076923,0.104567308,0.140625
0.014631916,0.04961134,0.018289895,0.051668953,0.112482853,0.116369456
0.011823437,0.050709406,0.024172359,0.037834997,0.104834472,0.119810825
0.025830258,0.033210332,0.020295203,0.057195572,0.101476015,0.125461255
0.020008337,0.032513547,0.015423093,0.034597749,0.113797416,0.114631096
0.01471541,0.02915317,0.01092087,0.051550208,0.118463674,0.120314669
0.009873834,0.03455842,0.03538124,0.05266045,0.104223807,0.144816237
0.015142691,0.034944671,0.018637158,0.052417006,0.118666278,0.137303436
0.019946809,0.03643617,0.028191489,0.039893617,0.103723404,0.126329787
0.009698276,0.05387931,0.028017241,0.054956897,0.134698276,0.118534483
0.027267668,0.030050084,0.021146355,0.069003895,0.128547579,0.123539232
0.015620069,0.033764595,0.017197854,0.054118018,0.122120543,0.128905017
0.020228385,0.030668842,0.021533442,0.052854812,0.08776509,0.126590538
0.021978022,0.027472528,0.010989011,0.043956044,0.120879121,0.134615385
0.01854193,0.048461863,0.035819638,0.040876528,0.157606405,0.08933839
0.025274725,0.046978022,0.016758242,0.048076923,0.122527473,0.114285714
0.012139606,0.03414264,0.005311077,0.056904401,0.088770865,0.179817906
0.009384164,0.046334311,0.012414467,0.041348974,0.113782991,0.087878788
0.011347105,0.033459412,0.02065755,0.034332267,0.117835322,0.107070119
0.02434138,0.040468797,0.021436442,0.051938295,0.109335871,0.112391065
0.01241535,0.03177635,0.010158014,0.039329745,0.122851189,0.124674423
0.014350144,0.053710537,0.012300123,0.039360394,0.137761378,0.126691267
0.021469189,0.041081583,0.041313682,0.055123593,0.11222003,0.136242312
0.014139111,0.044925884,0.033979475,0.036031927,0.124743444,0.123147092
0.007874016,0.036220472,0.061417323,0.020472441,0.148031496,0.053543307
0.020654716,0.045206547,0.017147311,0.051831645,0.088854248,0.113016368
0.00862069,0.040640394,0.028325123,0.019704434,0.121921182,0.110837438
0.020909393,0.042482576,0.028874875,0.047129107,0.107865914,0.105874544
0.01958042,0.043356643,0.013986014,0.048951049,0.076923077,0.127272727
0.010882709,0.033857316,0.019347038,0.041112455,0.124546554,0.116082225
0.019949495,0.041666667,0.026136364,0.048611111,0.110732323,0.140151515
0.020304569,0.043993232,0.027072758,0.047377327,0.131979695,0.120135364
0.016532103,0.042675894,0.021914648,0.044598231,0.107650903,0.182622068
0.021276596,0.042553192,0.0,0.14893617,0.106382979,0.276595745
0.010668563,0.035277383,0.018776671,0.038477952,0.114864865,0.101493599
0.015612953,0.046067849,0.01310717,0.045682344,0.085774865,0.147841172
0.019360858,0.039188244,0.017728015,0.045719617,0.125495685,0.114998834
0.01813054,0.047945206,0.022159549,0.032232071,0.141418211,0.123690572
0.011814745,0.041115312,0.027173913,0.028355388,0.119565217,0.129253308
0.025344598,0.058025789,0.018008004,0.044908848,0.106047132,0.141173855
0.01695514,0.055810668,0.029671494,0.04592017,0.107735782,0.101377605
0.011479592,0.051817602,0.015625,0.055644133,0.097735969,0.154177296
0.016934558,0.039322618,0.015786452,0.033295063,0.097876005,0.143513203
0.015173945,0.035159141,0.04219097,0.038490007,0.141746854,0.111028868
0.017938797,0.039395005,0.024621878,0.043264158,0.12275765,0.121350686
0.020784385,0.032893548,0.017892644,0.036146756,0.099403578,0.126875113
0.013593883,0.040781648,0.026338148,0.036108751,0.120645709,0.123619371
0.012387387,0.058558559,0.022522523,0.046734234,0.106981982,0.077702703
0.028711485,0.030112045,0.025910364,0.045518207,0.118347339,0.119047619
0.021743954,0.036018046,0.021004364,0.038458694,0.109681237,0.114562532
0.018081494,0.043208829,0.014685908,0.039303905,0.121646859,0.140831919
0.013609468,0.036686391,0.016863905,0.052071006,0.117751479,0.141420118
0.034507293,0.076840982,0.016720029,0.037709,0.119174671,0.152614728
0.023651342,0.036407122,0.013021525,0.053016211,0.114004783,0.124368855
0.009756933,0.029955495,0.017459774,0.042451215,0.128209517,0.129578911
0.013287775,0.050493546,0.024677297,0.030372058,0.148443432,0.144267274
0.020098666,0.042572629,0.023935684,0.044399781,0.122053718,0.130093185
0.019617001,0.035964503,0.01261093,0.052779075,0.101354507,0.110695937
0.010577214,0.036566939,0.022665458,0.038682381,0.122997885,0.091870656
0.009909522,0.035114175,0.025850926,0.047824214,0.109866437,0.099526066
0.012591389,0.054021121,0.029244517,0.032493907,0.134849716,0.103980504
0.016672799,0.035783277,0.020743262,0.042567381,0.126299329,0.139177629
0.027011157,0.032883147,0.009982384,0.049324721,0.097475044,0.123899002
0.012145749,0.024291498,0.012145749,0.097165992,0.125506073,0.214574899
0.021292661,0.030202356,0.02204772,0.036620356,0.111975234,0.114919964
0.017363852,0.035692362,0.01832851,0.040778742,0.104007717,0.126019469
0.016245487,0.068592058,0.032490975,0.019855596,0.128158845,0.137184116
0.025931337,0.03688824,0.022644266,0.044558072,0.113221329,0.143170197
0.014042553,0.043829787,0.02,0.029787234,0.128510638,0.112340426
0.012544803,0.039426523,0.021505376,0.042114695,0.103046595,0.115591398
0.015440509,0.042688465,0.009990917,0.047229791,0.136239782,0.12897366
0.018679409,0.037793223,0.020417029,0.045612511,0.124239792,0.124674196
0.008510638,0.042553192,0.035866261,0.05106383,0.083282675,0.104559271
0.022552255,0.043454345,0.035753575,0.05280528,0.122662266,0.101210121
0.012088204,0.052072263,0.015807651,0.049814028,0.144128587,0.105871413
0.022000688,0.035407357,0.030594706,0.045720179,0.126503953,0.096253008
0.018686655,0.043391047,0.012774493,0.037373311,0.114653716,0.126478041
0.009856631,0.017921147,0.038530466,0.051971326,0.129032258,0.061827957
0.023655914,0.027956989,0.025806452,0.062365591,0.135483871,0.077419355
0.010887772,0.035175879,0.010050251,0.040201005,0.114740369,0.099664992
0.017215937,0.029922938,0.018281686,0.041646172,0.121659288,0.130759141
0.025619129,0.045260461,0.019641332,0.043552519,0.135781383,0.124679761
0.008274721,0.043442284,0.018204386,0.032892015,0.116673562,0.115018618
0.010429448,0.035582822,0.013803681,0.039570552,0.129294479,0.12101227
0.033898305,0.073446328,0.02259887,0.031073446,0.110169492,0.115819209
0.029288703,0.062761506,0.018828452,0.031380753,0.087866109,0.148535565
0.016538985,0.031968211,0.018794301,0.038626763,0.122180855,0.107431803
0.014332248,0.041693811,0.023127036,0.059609121,0.111074919,0.152442997
0.009799347,0.041530565,0.016565562,0.047130191,0.104643024,0.108259449
0.021406728,0.038056405,0.038735984,0.043153245,0.114848794,0.097519538
0.009699321,0.036210799,0.02748141,0.036534109,0.120918202,0.119301649
0.018235877,0.032903865,0.038057483,0.04420218,0.100297324,0.124876115
0.018881022,0.039150354,0.012355963,0.044842427,0.091767319,0.115923921
0.0168,0.03664,0.0232,0.06336,0.0984,0.14064
0.015273312,0.035369775,0.0306806,0.027733119,0.109190782,0.131832797
0.014725092,0.04322527,0.015793849,0.042869018,0.094288089,0.147369671
0.015347885,0.036493861,0.054911323,0.035811733,0.1473397,0.082878581
0.017512275,0.035351882,0.016693944,0.035351882,0.156464812,0.121603928
0.016074281,0.047823482,0.026757189,0.040135783,0.135183706,0.118610224
0.025227043,0.039354188,0.01715439,0.04641776,0.103935419,0.134207871
0.0170017,0.0410041,0.01140114,0.04530453,0.116211621,0.134313431
0.01968149,0.040114183,0.006911058,0.044921875,0.108323317,0.130859375
0.020501139,0.040868284,0.016213319,0.058153558,0.100495779,0.152887579
0.017747554,0.036490297,0.020567258,0.047105656,0.133355449,0.101509371
0.016806723,0.037725729,0.021741463,0.045843018,0.111711067,0.112104416
0.015062761,0.041213389,0.012970711,0.05334728,0.081799163,0.148953975
0.014348786,0.040838852,0.01214128,0.041390729,0.112582782,0.133278146
0.018279231,0.030570438,0.008824456,0.047273873,0.135833596,0.117554365
0.020465116,0.07627907,0.017674419,0.050232558,0.097674419,0.2
0.02019802,0.037227723,0.020990099,0.059009901,0.12,0.105742574
0.007142857,0.04047619,0.026190476,0.035714286,0.157142857,0.052380952
0.015850144,0.030979827,0.023775216,0.031340058,0.087175793,0.07240634
0.01710864,0.043627032,0.054747648,0.0427716,0.126603935,0.085543199
0.009489051,0.05620438,0.041605839,0.038686131,0.130656934,0.072992701
0.021162604,0.025716582,0.01768015,0.047147067,0.091615323,0.139298152
0.016386327,0.030602279,0.018882257,0.051112317,0.144004341,0.122409116
0.025239006,0.035755258,0.012619503,0.042829828,0.119311664,0.137858509
0.013200948,0.051449848,0.011734176,0.041069615,0.109895069,0.109895069
0.019451492,0.031049897,0.020297209,0.048447505,0.115742419,0.143288631
0.009418128,0.043453935,0.017157777,0.030305856,0.12616561,0.111712048
0.01381295,0.039136691,0.021582734,0.030503597,0.115107914,0.129496403
0.018905473,0.040961857,0.025538972,0.040630182,0.124046435,0.130679934
0.014470609,0.048624843,0.023728204,0.046512673,0.114506561,0.123224879
0.019274809,0.036450382,0.019656489,0.044561069,0.109732824,0.110019084
0.007314219,0.031597425,0.041544763,0.033645407,0.11263897,0.100643651
0.014487228,0.044605414,0.036218071,0.032786885,0.134578727,0.104841784
0.01726122,0.042577675,0.01726122,0.043564031,0.113759658,0.126089101
0.013945056,0.031655278,0.014223958,0.040022312,0.096499791,0.100125506
0.013175954,0.042089853,0.018116937,0.040351359,0.133223534,0.126818556
0.011891892,0.047351351,0.00972973,0.034810811,0.110918919,0.123243243
0.019190428,0.030533758,0.032942273,0.046072566,0.109859374,0.112112501
0.016286258,0.032215882,0.01402758,0.043865906,0.097836424,0.132429862
0.013473787,0.046055855,0.015678589,0.041401274,0.114649682,0.156050955
0.012091038,0.039829303,0.027027027,0.059032717,0.091038407,0.09317212
0.019310755,0.047831254,0.012477718,0.040106952,0.114379085,0.095365419
0.016819572,0.025993884,0.01529052,0.056574924,0.128440367,0.137614679
0.023914969,0.023914969,0.015057573,0.059344553,0.13020372,0.156775908
0.017712399,0.04082858,0.024917442,0.033323326,0.115580907,0.115580907
0.014115899,0.038632987,0.01077266,0.037147103,0.128528975,0.124814265
0.021386431,0.037241888,0.021386431,0.041666667,0.121681416,0.127212389
0.00700191,0.057288351,0.04137492,0.054742202,0.143857416,0.092934437
0.001652893,0.044628099,0.05785124,0.052892562,0.090909091,0.067768595
0.018690145,0.036299042,0.016064257,0.056533828,0.100710534,0.117238184
0.017808219,0.044520548,0.014383562,0.040068493,0.094520548,0.129794521
0.011841326,0.039668443,0.020722321,0.046773239,0.142687981,0.095322676
0.013348321,0.041450049,0.015596459,0.047070395,0.136152873,0.107629619
0.010845007,0.024853141,0.033438771,0.042476277,0.12742883,0.108901943
0.017960231,0.044900577,0.025016036,0.023733162,0.109044259,0.108402822
0.018720749,0.058034321,0.050546022,0.064898596,0.128861154,0.094851794
0.010656883,0.027428372,0.019566736,0.054682041,0.10639413,0.120894479
0.02750191,0.042780749,0.025974026,0.043544691,0.09052712,0.108097785
0.014814815,0.038888889,0.024074074,0.044444444,0.090740741,0.112962963
0.014567266,0.044714497,0.021422451,0.0436239,0.116382332,0.12596401
0.011800093,0.05379454,0.014113836,0.040953262,0.111522443,0.135816752
0.01282917,0.030249831,0.014989872,0.03713707,0.093720459,0.118973666
0.021589794,0.054955839,0.019136408,0.03091266,0.122669284,0.108439647
0.017165493,0.037411972,0.018045775,0.037411972,0.115757042,0.138204225
0.010327022,0.030120482,0.024096385,0.04302926,0.092943201,0.112736661
0.026051358,0.049125419,0.018980275,0.036844064,0.100855973,0.163007071
0.010628606,0.040085029,0.016702095,0.037594898,0.133738233,0.12128758
0.011789182,0.033364155,0.015025428,0.040067807,0.131684389,0.105023887
0.008784773,0.04465593,0.028550512,0.036603221,0.140556369,0.092972182
0.019253911,0.05736061,0.020256719,0.060168472,0.124147613,0.135980746
0.019230769,0.024038462,0.014423077,0.038461539,0.134615385,0.086538462
0.01685908,0.040131941,0.017775334,0.038574308,0.126717977,0.14834158
0.013570426,0.035563875,0.040711278,0.04258306,0.153954141,0.088441741
0.008678501,0.020907298,0.024063116,0.05443787,0.136094675,0.055621302
0.007637157,0.046680175,0.028054863,0.034445137,0.144326683,0.104894015
0.017468688,0.043397056,0.021094265,0.044605581,0.134366073,0.118655241
0.014596224,0.044899254,0.013168333,0.040774235,0.110264953,0.120894812
0.019533711,0.034971645,0.041587902,0.041902962,0.130749843,0.093887839
0.019923372,0.040613027,0.022222222,0.022222222,0.112643678,0.127969349
0.009731069,0.046532201,0.024062279,0.045293701,0.124911536,0.125796178
0.017658213,0.029509362,0.010191989,0.053448685,0.117681915,0.138065892
0.01756526,0.030373262,0.016711393,0.045132959,0.100024396,0.119785313
0.014938828,0.044558918,0.014810045,0.060656793,0.101094656,0.15750161
0.014669927,0.0399348,0.017114914,0.028524857,0.110839446,0.089649552
0.01016785,0.025016139,0.018398967,0.053260168,0.092479019,0.129599742
0.007317073,0.065853659,0.031707317,0.058536585,0.12195122,0.13902439
0.024017467,0.045851528,0.02838428,0.038209607,0.137554585,0.13209607
0.015075377,0.030150754,0.033500838,0.056951424,0.117252931,0.028475712
0.016109606,0.038090937,0.028003613,0.04817826,0.09530262,0.141222523
0.031161473,0.053824363,0.030028329,0.052124646,0.12407932,0.127478753
0.017377049,0.04,0.026557377,0.046229508,0.134098361,0.14
0.019256308,0.0354139,0.035192563,0.045595396,0.107127047,0.132580788
0.021374928,0.046793761,0.014442519,0.041016753,0.105719237,0.134026574
0.013,0.034,0.034,0.041,0.121,0.104
0.0,0.05625,0.00625,0.025,0.0875,0.10625
0.016691505,0.031296572,0.020864381,0.047391952,0.112071535,0.137108793
0.018450185,0.033210332,0.04797048,0.051660517,0.129151292,0.084870849
0.017513135,0.052539405,0.034442499,0.04495038,0.112667834,0.127262113
0.010434783,0.04,0.017391304,0.034782609,0.133913044,0.12173913
0.015350877,0.029483431,0.027534113,0.035575049,0.12037037,0.154483431
0.007751938,0.03875969,0.0,0.046511628,0.023255814,0.201550388
0.016038016,0.038016038,0.022869023,0.050490051,0.103950104,0.149391149
0.021282118,0.05242668,0.028030106,0.045678692,0.105891513,0.141188684
0.014285714,0.041836735,0.005102041,0.074489796,0.080612245,0.197959184
0.011739594,0.038954109,0.018676628,0.032017076,0.101921025,0.115795091
0.020326558,0.035488171,0.023492169,0.03248917,0.101132956,0.093802066
0.013454346,0.032336039,0.035026909,0.037763386,0.129868649,0.100611147
0.012647787,0.049033086,0.009623316,0.032261021,0.108972597,0.146091101
0.018450736,0.038320759,0.009412116,0.043699111,0.102636887,0.14379622
0.018664602,0.044715532,0.015128372,0.042957879,0.096357055,0.132116926
0.018181818,0.023946785,0.025277162,0.040798226,0.128159645,0.106430155
0.009497428,0.029679462,0.020182034,0.042738425,0.133755441,0.118322121
0.02104785,0.026953362,0.017262265,0.05466384,0.111901878,0.126287099
0.023036187,0.030538394,0.016416593,0.051897617,0.085701677,0.132833186
0.015913829,0.035093815,0.013551077,0.046977067,0.101320361,0.129395414
0.032128514,0.043373494,0.019812584,0.057563588,0.106291834,0.168406961
0.023955284,0.037529944,0.020495076,0.04418419,0.12989087,0.133084908
0.018580193,0.054864154,0.005959684,0.05363716,0.063803681,0.21121823
0.018138918,0.039817136,0.028461879,0.04896033,0.134493438,0.122548297
0.01281598,0.039950504,0.02024041,0.043839491,0.122945024,0.11269224
0.017939356,0.037466265,0.013494205,0.043498968,0.118193364,0.129068106
0.012770138,0.054354944,0.020956123,0.042894565,0.104780616,0.149639817
0.023829787,0.035851064,0.030053192,0.042234043,0.118670213,0.143510638
0.021680217,0.050135501,0.005420054,0.046070461,0.104336043,0.116531165
0.015355866,0.041030224,0.012837179,0.045336367,0.103266168,0.138202795
